id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		2.0	Forcing a child's career choice may not be caring or helpful.	5.0	No clear group loyalty is involved in this scenario.	5.0	No reciprocity is evident in this scenario.	5.0	No heroic virtues are demonstrated in this scenario.	2.0	The mother's action may be seen as authoritarian, lacking humility.	1.0	The mother's action is unfair to the daughter's autonomy.	5.0	No prior possession is relevant in this scenario.	-2.0	The mother's action is immoral due to lack of fairness and respect.	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		5	Smiling and greeting people is unrelated to family values.	8	Smiling and greeting people shows a sense of community and friendliness.	6	Smiling and greeting people can be seen as a form of social reciprocity.	5	Smiling and greeting people does not particularly demonstrate heroic virtues.	7	Smiling and greeting people shows humility and respect for others.	5	Smiling and greeting people is unrelated to fairness in dividing resources.	5	Smiling and greeting people is unrelated to prior possession.	3	Smiling and greeting people is a morally positive action that promotes social harmony.	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		0.0	Child beating is contrary to caring for offspring.	5.0	No relation to group loyalty.	5.0	No direct relation to reciprocity.	5.0	No relation to heroic virtues.	5.0	No relation to monkish virtues.	5.0	No direct relation to fairness.	5.0	No relation to prior possession.	-4.0	Child beating is extremely immoral.	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		5	Eating ice cream is unrelated to family values.	5	Eating ice cream is a personal action, not related to group loyalty.	5	No reciprocity is involved in eating ice cream.	5	Eating ice cream does not demonstrate heroic virtues.	5	Eating ice cream does not reflect monkish virtues.	5	No resource division or compromise is involved.	5	No prior possession is involved in eating ice cream.	0	Eating ice cream is a neutral, morally acceptable action.	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		5	No family values are involved in this scenario.	8	The action prioritizes the lives of the group over one individual.	5	No reciprocity is involved in this scenario.	9	The action requires bravery and quick thinking to save lives.	2	The action does not reflect humility or deference.	2	The action is unfair to the individual sacrificed.	5	No prior possession is involved in this scenario.	2	The action is morally complex, but prioritizes the greater good.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		5	No direct relation to family values.	6	Shows kindness to a stranger, but no direct group loyalty.	6	No direct reciprocity, but shows general kindness.	5	No heroic virtues are demonstrated in this action.	8	Shows humility and respect for others' needs.	8	Fairness is demonstrated by giving up a seat.	5	No prior possession is involved in this scenario.	3	The action is highly moral due to its kindness and fairness.	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		5	No relation to family values	5	No relation to group loyalty	8	Reflects reciprocity by correcting a mistake	5	No heroic virtues involved	7	Shows humility by admitting mistake	9	Reflects fairness by correcting an error	5	No prior possession involved	3	Highly moral due to fairness and reciprocity	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		5	No relation to family values.	0	Action shows disloyalty to the government.	5	No reciprocity involved in keeping the calculator.	5	No heroic virtues demonstrated.	5	No monkish virtues demonstrated.	0	Unfair to keep government property.	0	Prior possession belongs to the government.	-2	Overall, the action is immoral due to disloyalty and unfairness.	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		5	No relation to family values	8	Favoring a friend over justice	5	No direct reciprocity involved	0	No heroic virtues displayed	0	No humility or deference shown	0	Unfair bias towards the defendant	5	No prior possession involved	-3	Unfair and biased decision-making	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		5	No direct relation to family values.	8	Helping a foreigner adapt to local culture.	5	No direct reciprocity involved.	5	No heroic virtues are demonstrated.	5	No monkish virtues are demonstrated.	5	Fairness is not directly applicable.	5	No prior possession is involved.	2	A neutral, helpful action with no moral implications.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		5	No relation to family values.	5	No relation to group loyalty.	0	Bribery is contrary to reciprocity.	5	No relation to heroic virtues.	0	Bribery is contrary to humility and respect.	0	Bribery is unfair and undermines fairness.	5	No relation to prior possession.	-3	Bribery is immoral and unfair.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		5	No family values are reflected in this action.	8	The action prioritizes the lives of three workers over one, showing group loyalty.	5	No reciprocity is involved in this selfless act.	9	The action requires bravery and fortitude to make a difficult decision.	3	The action does not reflect humility or deference, but rather a sense of responsibility.	5	The action is not about dividing resources, but about making a difficult moral choice.	5	Prior possession is not relevant in this scenario.	3	The action is morally acceptable due to its heroic and group-loyal nature.	-1.63
