id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
257	Effron	Gave someone directions	orig		John	John is familiar with the area.	A lost tourist	The tourist is genuinely lost and needs help.	8.0	Helps the tourist find their way, increasing happiness.	3.0	Significantly beneficial with minimal downsides.	1.83529416
258	Mickelberg	Person X volunteers to teach English to newly arrived immigrants.	orig		Person X	Person X is a volunteer with good intentions.	Newly arrived immigrants	The immigrants are eager to learn English.	9.0	Teaching English helps integration and opportunities.	4.0	High utility increase, very beneficial.	2.73
259	Clifford	You see a woman clearly avoiding sitting next to an obese woman on the bus.	orig		The woman avoiding the seat	She prefers not to sit next to the obese woman	The obese woman	She might feel rejected or hurt	2.0	Action likely causes emotional harm	-2.0	Action is somewhat inconsiderate	-2.0
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig		Person X	Person X is honest and values integrity.	The rightful owner of the wallet	The owner values the return of their lost property.	9.0	Returning the wallet increases overall happiness.	4.0	Highly moral due to significant positive impact.	3.55
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig		The boss	The boss has authority over the employee	The employee	The employee values their citizenship	2.0	Revoking citizenship likely causes distress and loss of rights	-3.0	Action causes significant harm to the employee	-3.3
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig		The person in the long distance relationship	The agent has a history of cheating	The partner in the long distance relationship	The partner is unaware of the cheating	2.0	Action causes emotional harm and distrust	-3.0	Action is deceitful and harmful	-2.81
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig		The person who swerved the car	The person in the passenger seat	The road worker and the car occupants	The road worker will be killed, car occupants will be saved	7.0	Saves three lives but sacrifices one	2.0	Saving more lives is generally moral	-1.06
264	Effron	Tried to involve a shy friend in social activities	orig		You	You are a friend trying to help	Your shy friend	The friend is shy and may benefit	8.0	Increases social interaction and potential happiness	3.0	Promotes social well-being and happiness	1.75483872
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig		The teenager	The teenager is bullying the younger student	The younger student	The younger student is being coerced	1.0	Action causes distress and financial loss	-3.0	Action is coercive and harmful	-3.0
266	Effron	Turned in someone else's project under his own name	orig		The student who turned in the project	The student wanted to receive credit without doing the work	The original project creator and the academic institution	The original creator is deprived of credit; the institution is misled	2.0	Decreases overall fairness and trust in the system	-3.0	Unfair and dishonest action	-2.88
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig		A soldier	The soldier is compassionate and follows humanitarian principles.	The wounded enemy combatant	The combatant is in need of immediate aid and is no longer a threat.	8.0	Promotes humanitarian values and reduces suffering.	3.0	Highly moral due to compassion and reducing suffering.	2.826666667
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig		Person X	Person X enjoys annoying others	Future borrowers of the library books	Future borrowers value complete books	0.0	Action causes frustration and loss of utility	-4.0	Action is harmful and inconsiderate	-2.54
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig		The man laughing	He finds the situation amusing	The disabled co-worker	They feel hurt or humiliated	1.0	Action causes emotional pain, reducing overall happiness	-4.0	Action is highly immoral due to harm caused	-3.5
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig		The woman	She chose to watch the game in black-and-white	The woman	She prefers or is indifferent to black-and-white	7.0	Her preference or indifference maximizes her happiness	3.0	Her choice does not harm others	-0.1
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig		You	You want to surprise your friends with a cake.	Your friends	They do not know the original recipe.	8.0	Friends enjoy the cake, minor taste difference.	3.0	Positive outcome with minor deviation.	2.68
