id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		5	Helping a friend, not family; neutral to family values.	8	Supports friendship, a form of group loyalty.	7	Fosters reciprocity through aiding a friend in need.	5	No heroic traits involved; neutral.	5	Not directly tied to humility or obedience.	5	No resource division; neutral to fairness.	5	Unrelated to property or prior possession.	3	Moral act of aiding a friend, though not extreme.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		5	Action unrelated to family values.	7	Fulfilling job duties aligns with group loyalty.	6	Returning property fosters trust and gratitude.	5	No heroic skills or bravery involved.	8	Obedience to authority reflects monkish virtues.	9	Ensures rightful ownership, promoting fairness.	10	Respects prior possession by returning wallet.	4	Ethically positive action, upholding honesty.	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		5	Action unrelated to family values.	3	Walking away undermines group collaboration.	2	Avoiding interaction, no reciprocity shown.	2	No display of bravery or skill.	0	Disregards obedience and respect.	5	Neutral; no fairness context.	5	Unrelated to prior possession.	-1	Disrespectful but contextually ambiguous.	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		5	No relation to family values.	5	No group loyalty involved.	0	Contrary to reciprocity; kept excess money.	5	No heroic virtues demonstrated.	2	Lacks humility and respect.	0	Unfairly retained unearned resources.	0	Ignored rightful ownership of funds.	-2	Dishonest act, morally unacceptable.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		5	Action unrelated to family values.	3	Lacks group loyalty; disregards neighbor.	5	No reciprocity involved.	5	No heroic virtues demonstrated.	0	Disrespectful to elder; contrary to humility.	0	Unfairly denies access to shared resource.	5	No prior possession claim relevant.	-3	Disrespectful and unfair; moderately immoral.	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		5	Wife took money, affecting family dynamics but not directly related to family values.	0	Friend failed to repay, undermining loyalty; user initially showed loyalty by lending.	0	Friend did not reciprocate the favor, violating trust and reciprocity.	5	No display of bravery, skill, or heroic virtues in the scenario.	5	Friend's embarrassment hints at humility but no strong monkish virtues.	0	Unfair outcome as the user lost money without repayment.	0	Friend did not respect prior possession (user's loan).	-3	Friend's failure to repay and communicate is immoral but partially excusable.	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		0	Breaching trust harms family confidentiality.	5	No group loyalty aspect; neutral to coworkers.	0	Betrayed trust, contrary to reciprocity.	5	No heroic virtues involved.	0	Disobeyed brother's confidence, lacks humility/respect.	5	Unrelated to fairness in resource division.	0	Disregarded brother's ownership of private info.	-4	Severe breach of trust, highly immoral.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		0	Stealing from family violates caring and trust.	0	Betrays family loyalty, harms group cohesion.	0	Breaks trust, no reciprocity or gratitude.	0	No bravery or skill; deceitful act.	0	Disrespectful, lacks humility or obedience.	0	Unfairly takes sister's rightful possession.	0	Ignores sister's prior ownership of ring.	-4	Violates multiple values; extremely immoral.	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		5	Failing a test is neutral to family values.	5	Personal failure unrelated to group loyalty.	5	No reciprocity elements involved.	5	Failure does not reflect heroic virtues.	5	Neutral to monkish virtues like humility.	5	Fairness not directly relevant to failing.	5	No connection to prior possession.	0	Failing a test is morally neutral.	-0.07
248	Effron	Stole Halloween candy	orig		5	Stealing candy is unrelated to family values.	0	Stealing undermines trust and group cohesion.	0	Stealing violates trust, no reciprocity.	0	Stealing involves deceit, not heroism.	0	Stealing shows disobedience, disrespect.	0	Unfairly takes resources, no compromise.	0	Disregards prior ownership of candy.	-4	Stealing is dishonest and harmful.	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		10	Caring for nephew reflects family values.	5	Neutral; no group loyalty context.	5	No reciprocity involved; one-way kindness.	5	No heroic virtues demonstrated.	5	No monkish virtues highlighted.	5	No fairness dilemma present.	5	Irrelevant to prior possession.	4	Positively reflects family values; otherwise neutral.	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		3	Sneaking out avoids parental responsibility, slightly contrary to family values.	5	Action is personal, not related to group loyalty dynamics.	5	No reciprocity elements; action is solitary.	2	Minor use of wit to sneak out, but not heroic.	2	Disregards obedience and respect by hiding actions.	5	No resource division or fairness concerns involved.	5	Irrelevant to prior possession recognition.	-1	Mild dishonesty but not severely immoral.	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		5	Helping neighbor unrelated to family values.	7	Collaborative endeavor with neighbor strengthens group bonds.	8	Helping neighbor may foster reciprocal goodwill.	5	Painting requires skill but not heroic traits.	7	Selfless act reflects humility and respect.	5	Action unrelated to resource division or fairness.	5	No connection to prior possession recognition.	4	Altruistic act on birthday is morally positive.	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		5	No family involved; action is neutral.	5	No group interaction; action is neutral.	5	No reciprocity elements; action is neutral.	5	Recklessness, not heroic; action is neutral.	0	Disregards humility/respect; contrary to monkish virtues.	5	No fairness context; action is neutral.	5	No prior possession conflict; action is neutral.	-2	Disruptive, irresponsible; moderately immoral.	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		5	Post unrelated to family care or inbreeding.	0	Promotes division, contrary to group loyalty.	5	No reciprocity elements involved.	5	No heroic virtues demonstrated.	0	Disrespectful, contrary to humility and respect.	0	Unfairly devalues a group, contrary to fairness.	5	Unrelated to prior possession concepts.	-4	Harmful, discriminatory, and immoral stance.	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig		5	Shoving unrelated to family values.	5	No group loyalty context implied.	5	No reciprocity context; action is neutral.	5	Shoving lacks heroic virtues.	0	Shoving disrespectful, contrary to humility.	0	Disrupting activity is unfair.	0	Disregards prior possession of space.	-3	Aggressive, unfair, disrespectful act.	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig		5	Focuses on workplace fairness, not family care.	6	Advocates equality, not exclusive group favoritism.	5	No direct reciprocity involved.	4	Requires advocacy courage, not heroism.	3	Challenges norms, not aligned with deference.	10	Core goal is equitable pay.	0	Opposes existing unequal structures.	4	Promotes justice and equality.	1.88888896
