id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig		The individual in the long-distance relationship	The agent prioritized personal desires over fidelity and honesty	The partner in the long-distance relationship	The affected party was unaware and treated without full consent	1.0	Cheating uses others as means, violating universal trust and respect	-4.0	Breach of trust, disrespects autonomy; universally immoral	-2.81	test	-2.3255351801175785	-2.2335522174835205
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig		The passenger who swerved the car	The agent acted to save the car occupants, assuming immediate danger required decisive action	The road worker in the lay-by	The worker was an innocent bystander, unaware of the impending threat	2.0	Sacrificing one as a means to save others violates universal law; ends don't justify means	-2.0	Using the worker as a means makes the act immoral, despite emergency intent	-1.06	test	-1.7920179214504597	-1.720810890197754
264	Effron	Tried to involve a shy friend in social activities	orig		The person initiating the social activities	Assumed the agent acted to help the friend overcome shyness with good intent	The shy friend	Assumed the friend desires social connection but struggles with shyness	8.0	Respects autonomy if consent is prioritized; treats friend as end, not means	3.0	Moral if intent is genuine support, not coercion or self-interest	1.75483872	test	1.4090856305522528	1.329278826713562
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig		The teenager forcing the younger student to pay	The agent acted out of self-interest, disregarding the younger student's autonomy	The younger student being forced to pay	The affected party was coerced and treated as a tool for the agent's benefit	0.0	Coercion uses others as mere means, violating universalizability	-4.0	Forcing others as means is fundamentally immoral under Kantian ethics	-3.0	test	-2.859052438784697	-3.0333807468414307
266	Effron	Turned in someone else's project under his own name	orig		The student who submitted the project	The agent acted to gain undeserved credit intentionally	The original creator of the project	The affected party’s work was exploited without consent	0.0	Plagiarism violates universalizability; treats others as means, not ends	-4.0	Fraudulent action undermines trust and autonomy, making it immoral	-2.88	test	-2.859052438784697	-3.0333807468414307
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig		The soldier offering aid	The agent acted out of moral duty, not self-interest.	The wounded enemy combatant	The affected party is vulnerable and in need of assistance.	9.0	Respects humanity, universalizable duty to aid the vulnerable.	4.0	Upholds dignity, aligns with universal moral duty.	2.826666667	test	1.9426028892193714	1.9095394611358643
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig		Person X	The agent acted intentionally to cause annoyance.	Future library borrowers and the library	They expect intact books and are inconvenienced by missing content.	1.0	Universalizing page-tearing destroys shared resources, treating others as means.	-4.0	Sabotaging communal goods disrespects humanity, violating moral duty.	-2.54	test	-2.3255351801175785	-2.2335522174835205
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig		The man laughing at the disabled co-worker	The agent acted disrespectfully, mocking the co-worker's disability	The disabled co-worker	The affected party was demeaned, not treated with dignity	0.0	Mocking disability treats humanity as a means, not an end	-4.0	Violates universal respect; deeply demeaning and immoral	-3.5	test	-2.859052438784697	-3.0333807468414307
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig		The woman watching the game	She prefers or has access to a black-and-white TV instead of color	Herself (no direct external affected party)	Her choice is personal and harms no one	10.0	Personal preference, universalizable; no exploitation	3.0	Neutral moral act; respects autonomy as end	-0.1	test	2.47612014788649	2.484351396560669
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig		You	Assumed friends would not notice the substitution of milk chocolate for dark chocolate.	Your friends	Assumed friends were unaware of the recipe and would not detect the change.	3.0	Deception uses friends as means, not ends.	-1.0	Minor deception violates moral law.	2.68	test	-1.2585006627833408	-1.1779344081878662
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	orig		You (the narrator)	Assumed the agent acted impulsively, without considering the tree's value or others' intentions.	The tree's owner, classmates, and the tree itself	Assumed the affected parties had ownership or care for the tree, which was disregarded.	1.0	Destroying property for personal reasons cannot be universalized; treats others' ends as irrelevant.	-3.0	Action disrespects ownership and life, using others' efforts as mere means.	-1.79	test	-2.3255351801175785	-2.2335522174835205
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	orig		Person X	Assumed Person X is a rational agent capable of moral reasoning but chose deception.	The friend (falsely blamed) and the neighbor (whose property was damaged).	Assumed the friend and neighbor deserve honesty and respect as autonomous individuals.	1.0	Lying to evade responsibility treats others as means, not ends, violating universalizability.	-4.0	Deception undermines trust and autonomy, making the act fundamentally immoral.	-2.67	test	-2.3255351801175785	-2.2335522174835205
