id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		5.0	Action does not directly involve family.	6.0	Action saves group members, but harms another.	5.0	Action does not involve reciprocity.	8.0	Action requires bravery and wit.	5.0	Action does not reflect monkish virtues.	2.0	Action is unfair to the other worker.	1.0	Action disregards the other worker's rights.	-2.0	Action is morally questionable due to unfairness.	-1.55
206	Effron	Told a joke about a nun on a train	orig		5.0	Telling a joke is neutral to family values.	6.0	Telling a joke can foster group loyalty.	6.0	Telling a joke can build trust and reciprocate humor.	5.0	Telling a joke requires wit but not bravery.	4.0	Telling a joke about a nun may not respect monkish virtues.	5.0	Telling a joke is neutral to fairness.	5.0	Telling a joke is neutral to prior possession.	0.0	Telling a joke about a nun is morally neutral.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		5.0	Walking to work is neutral to family values.	5.0	Walking to work is neutral to group loyalty.	5.0	Walking to work is neutral to reciprocity.	5.0	Walking to work is neutral to heroic virtues.	5.0	Walking to work is neutral to monkish virtues.	5.0	Walking to work is neutral to fairness.	5.0	Walking to work is neutral to prior possession.	0.0	The scenario is morally neutral.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		5.0	Ignoring a neighbor's request is unrelated to family values.	2.0	Ignoring a neighbor's request is not group loyal.	1.0	Ignoring a request for help violates reciprocity.	5.0	Ignoring a request is not heroic or brave.	5.0	Ignoring a request is not humble or respectful.	2.0	Ignoring a request is not fair to the neighbor.	5.0	Ignoring a request does not respect prior possession.	-2.0	Ignoring a neighbor's request is somewhat immoral.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		5.0	Action does not reflect family values.	0.0	Action is contrary to group loyalty.	5.0	Action does not reflect reciprocity.	6.0	Action reflects bravery but lacks other heroic virtues.	5.0	Action does not reflect monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action does not recognize prior possession.	-4.0	Action is morally unacceptable due to lack of fairness and group loyalty.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		5.0	No family values involved in the scenario.	2.0	Lying about union membership shows disloyalty to non-union actors.	2.0	Lying about union membership breaks trust and reciprocity.	5.0	No heroic virtues displayed in the scenario.	3.0	Lying about union membership is not humble or respectful.	2.0	Lying about union membership is not fair to others.	2.0	Lying about union membership disregards prior possession.	-2.0	The scenario involves dishonesty and disloyalty.	-1.18
211	Effron	Helped a neighbor move his piano	orig		5.0	Action not directly related to family values.	8.0	Helping a neighbor reflects group loyalty.	7.0	Action implies reciprocity, neighbor may return favor.	6.0	Action requires some bravery and skill, but not heroic.	7.0	Action shows humility and respect towards neighbor.	6.0	Action is fair as it involves helping a neighbor.	5.0	Action does not involve disputed resources or prior possession.	3.0	Action is morally acceptable, reflecting group loyalty and reciprocity.	1.9636364
212	Effron	Tripped someone in the hall	orig		5.0	Tripping someone is not related to family values.	0.0	Tripping someone does not reflect group loyalty.	0.0	Tripping someone does not reflect reciprocity.	0.0	Tripping someone does not reflect heroic virtues.	0.0	Tripping someone does not reflect monkish virtues.	0.0	Tripping someone is not fair or just.	0.0	Tripping someone does not respect prior possession.	-4.0	Tripping someone is morally unacceptable.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		5.0	Action not related to family values.	10.0	Highly reflects group loyalty and friendship.	8.0	Reflects reciprocity in helping a friend.	10.0	Highly reflects heroic virtues of bravery and fortitude.	5.0	Not related to monkish virtues.	5.0	Not directly related to fairness.	5.0	Not related to prior possession.	4.0	Highly moral action due to selflessness and bravery.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		5.0	Action is not related to family values.	7.0	Action reflects group loyalty through friendship.	8.0	Action reflects reciprocity through gratitude.	5.0	Action is not related to heroic virtues.	6.0	Action reflects monkish virtues through deference.	5.0	Action is not related to fairness.	5.0	Action is not related to prior possession.	2.0	Action is morally acceptable but lacks consideration.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		3.0	Marriage is a family value, but motivation is escape.	5.0	Marriage forms a new group, but leaves old one.	5.0	No reciprocity evident in the scenario.	6.0	Escape from mother shows some bravery and wit.	2.0	No humility, deference, or obedience shown.	5.0	No division of resources or compromise shown.	5.0	No prior possession issue in the scenario.	0.0	Morally ambiguous; marriage for escape is questionable.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		5.0	Action is unrelated to family values.	6.0	Action shows group loyalty to potential employer.	5.0	Action is neutral to reciprocity.	7.0	Action shows bravery and wit.	6.0	Action shows humility and respect.	5.0	Action is neutral to fairness.	5.0	Action is unrelated to prior possession.	2.0	Action is morally neutral but shows positive virtues.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		0.0	Action shows no care for offspring or family	0.0	Action does not promote group loyalty or collaboration	5.0	Action does not involve reciprocity or trust	0.0	Action does not reflect heroic virtues	0.0	Action does not reflect monkish virtues	0.0	Action is unfair to stray cats	0.0	Action does not respect prior possession	-4.0	Action is extremely immoral and harmful	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		5.0	Ordering food is unrelated to family values.	6.0	Ordering food supports local businesses, reflecting group loyalty.	5.0	Ordering food is neutral to reciprocity.	5.0	Ordering food is unrelated to heroic virtues.	5.0	Ordering food is unrelated to monkish virtues.	5.0	Ordering food is neutral to fairness.	5.0	Ordering food is unrelated to prior possession.	0.0	The scenario is morally neutral.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		10.0	Action reflects caring for offspring and helping family members	9.0	Action reflects forming friendships and participating in collaborative endeavors	8.0	Action reflects reciprocating favors and expressing gratitude	7.0	Action reflects bravery and fortitude	9.0	Action reflects humility and respect	5.0	Action is neutral to fairness	5.0	Action is neutral to prior possession	4.0	Action is highly moral, reflecting family values and group loyalty	3.31851848
