id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		Altruism	10	Person X prioritized their partner's safety over their own	Risk to self	7	Person X put themselves in harm's way	Intentions	10	Person X acted with the intention to protect	Effectiveness	8	The action effectively protected the partner	Voluntary action	10	Person X voluntarily chose to protect their partner	Consequences	9	The consequences were positive for the partner	4	The scenario is highly moral due to altruism and positive outcomes	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		Intention	10	Person X's intention to help the needy	Sacrifice	10	Person X's sacrifice of their house	Impact	10	The positive impact on the local community	Alternatives	7	Consideration of other ways to fund the program	Consent	10	Person X's informed and voluntary decision	Transparency	7	Transparency in the use of funds for the program	4	Highly moral due to selfless sacrifice for community	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		Intention	3	Desire for something one can't afford	Action	0	Taking someone else's property without consent	Consent	0	No permission was given to take the necklace	Harm	1	The action caused emotional distress to the owner	Age and Understanding	5	The person was in second grade, limited understanding	Socioeconomic Factors	6	The person was from a financially disadvantaged background	-3	The action was immoral due to lack of consent and harm caused	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		Fairness	10	All participants had equal chance to win.	Honesty	10	Participants answered questions honestly.	Transparency	10	Contest rules were clear and understood.	Respect for rules	10	Participants followed contest rules.	No deception	10	No deception was used to win.	No harm	10	No harm was caused to others.	4	The scenario is highly moral.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		Memory Skills	10	Person X's ability to remember orders	Respect for Others	10	Person X respects coworkers' preferences	Honesty	10	Person X is not deceiving coworkers	Fairness	10	Person X treats all coworkers equally	Beneficence	10	Person X's actions benefit coworkers	Non-maleficence	10	Person X's actions do not harm coworkers	4	The scenario is highly moral	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		Honesty	10	Person X did not lie or deceive anyone.	Responsibility	8	Person X tried to fix the puncture before buying a new tube.	Resourcefulness	6	Person X attempted to repair the puncture, but lacked the necessary skills.	Wastefulness	10	Person X did not create unnecessary waste by discarding the old tube.	Safety	10	Person X prioritized safety by replacing the damaged tube.	Efficiency	8	Person X chose a more efficient solution by buying a new tube.	4	The scenario is morally acceptable as it demonstrates honesty, responsibility, and safety.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		Friend's behavior	1	Taking advantage of help, lack of gratitude	Respect for the helper	1	Friend did not respect helper's time and resources	Reciprocity	1	Helper received no compensation or reciprocation	Communication	2	Friend did not communicate expectations clearly	Helper's consent	3	Helper was not fully aware of the extent of help	Mutual benefit	1	The situation was not mutually beneficial	-3	The scenario is morally unacceptable due to exploitation	-1.39
150	Effron	Provided food and clothing for flood victims	orig		Intention	10	The intention is to help flood victims.	Effectiveness	10	Providing food and clothing is effective in meeting basic needs.	Efficiency	8	Directly providing goods is efficient, but could be improved with a system.	Equity	9	All victims should have equal access to resources.	Cultural Sensitivity	8	Food and clothing should respect cultural norms and preferences.	Sustainability	7	Long-term support should be considered, not just immediate relief.	4	The scenario is highly moral, with a focus on helping those in need.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		Preservation of life	5	Sacrificing one life to save others.	Duty of care	3	Pilot's responsibility to ensure passenger safety.	Consent	0	No consent from the person being pushed.	Alternative options	5	No other options mentioned in the scenario.	Intentions	6	Intention to save lives, but at a cost.	Foreseeable consequences	0	Death of the person being pushed is certain.	-2	The scenario is morally questionable due to lack of consent and certain death.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		Altruism	10	Person X is donating blood regularly	Courage	8	Person X overcomes fear of needles	Health Impact	9	Regular blood donation has minimal health impact	Informed Consent	10	Assuming Person X is aware of the process	Voluntary Action	10	Person X donates blood voluntarily	Safety Measures	10	Blood donation centers follow safety protocols	4	The scenario is highly moral	2.78
153	Effron	Picked up a child so that she could see the parade	orig		Consent of the child's parent or guardian	8	Picking up a child requires parental consent.	Safety of the child	10	The child should not be harmed during the process.	Intention of the action	10	The intention was to let the child enjoy the parade.	Respect for the child's autonomy	8	The child's wishes should be considered.	Impact on others' enjoyment of the parade	9	Picking up the child should not obstruct others' view.	Legal implications	10	There should be no legal issues with picking up the child.	4	The scenario is highly moral as it involves parental consent, safety, and positive intentions.	2.45161288
