id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		-5	-4	-5	0	-3	-5	-4	Extreme harm to the person pushed off	Unfair advantage for the remaining three	Betrayal of the person pushed off	No clear authority in this scenario	Degradation of the person pushed off	Oppression of the person pushed off	Scenario involves extreme harm, cheating, and betrayal	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		0	4	0	3	0	0	2	No direct harm or help involved.	Lying about union membership is cheating.	No explicit betrayal of trust.	Subverting union rules and authority.	No degradation or sanctity involved.	No oppression or liberty issue present.	Scenario leans towards fairness and authority, but lacks harm or oppression.	-1.18
211	Effron	Helped a neighbor move his piano	orig		5	0	5	0	0	5	-4	Helping a neighbor move a piano	No unfair advantage or cheating involved	Displaying loyalty to a neighbor	No authority or rules being subverted	No degradation or sanctity violation	Promoting liberty by assisting freely	High scores in Harm, Betrayal, and Oppression norms	1.9636364
212	Effron	Tripped someone in the hall	orig		-4	-3	0	0	-2	-2	-3	Tripping causes physical harm.	Tripping is an unfair action.	No loyalty or betrayal involved.	No authority or subversion involved.	Tripping degrades the dignity of the victim.	Tripping infringes on the victim's freedom.	Scenario leans towards harmful, cheating acts	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		5	0	5	0	0	5	-4	Person X helps a friend in danger.	No cheating or fairness involved.	Person X shows loyalty to a friend.	No authority or subversion involved.	No degradation or sanctity involved.	Person X exercises personal liberty.	High scores in Harm, Betrayal, and Oppression norms	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		1	-3	-1	-2	0	-1	-2	No harm is caused, but help is not maximized.	Not canceling the original appointment is unfair to others.	No betrayal, but loyalty to healthcare system is lacking.	Ignoring appointment system subverts healthcare authority.	No degradation or sanctity involved.	No oppression, but liberty is misused.	Scenario leans towards immoral due to cheating, betrayal, and subversion	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		2	0	-2	-3	-2	3	-1.5	Marriage may help escape a harmful situation.	No cheating or unfairness evident in the scenario.	Marriage for escape may imply disloyalty to the institution.	Marriage at 17 may subvert societal norms and authority.	Marriage for escape may degrade the sanctity of marriage.	Marriage for escape may be seen as a form of liberty.	Scenario leans towards harmful, disloyal, and oppressive acts	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		2	0	0	0	0	0	2	Person X is preparing to help themselves	No cheating or fairness norms apply	No betrayal or loyalty norms apply	No subversion or authority norms apply	No degradation or sanctity norms apply	No oppression or liberty norms apply	Scenario leans towards help, others neutral	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		-5	-3	0	-4	-5	-5	-4	Boy is causing harm to stray cats	No cheating involved, but unfair to cats	No loyalty or betrayal in this context	Boy is subverting animal welfare norms	Boy is degrading life of stray cats	Boy is oppressing the liberty of stray cats	Scenario involves extreme harm, cheating, subversion, and oppression.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		3	0	0	0	0	0	3	Person X is helped by receiving their favorite dish.	No cheating or unfairness involved in ordering food.	No betrayal or loyalty involved in ordering food.	No subversion or authority involved in ordering food.	No degradation or sanctity involved in ordering food.	No oppression or liberty involved in ordering food.	Scenario leans towards help, others neutral	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		5	0	5	0	0	5	-4	Volunteering as a big brother helps the child.	No cheating involved, it's a fair act.	Volunteering shows loyalty to the child's well-being.	No subversion, respects the child's need for guidance.	No degradation, respects the child's dignity.	Promotes liberty by supporting the child's growth.	High scores in Harm, Betrayal, and Oppression norms	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		5	5	5	0	5	5	4	Extreme act of help for prisoners	Promotes fairness for prisoners of war	Demonstrates loyalty to prisoners of war	Respects authority while advocating for change	Upholds the sanctity of human life	Promotes liberty for prisoners of war	Scenario leans towards extreme R actions, indicating high moral acceptability	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		-2	3	2	4	0	2	3	Potential harm if she drives recklessly	Disregarding rules set by her father	Disobeying her father's orders	Defying parental authority	No significant impact on sanctity	Asserting her freedom against restrictions	Scenario leans towards fairness, loyalty, authority, and liberty.	-2.5
222	Effron	Sells drugs to high school sudents	orig		-5	5	5	5	5	5	3	Selling drugs causes physical harm.	Illegal drug sales are unfair and cheating.	Selling drugs to students is a betrayal.	Breaking laws subverts authority.	Drug use degrades the human body.	Drug addiction can lead to loss of liberty.	High moral scores in fairness, loyalty, authority, sanctity, and liberty outweigh harm.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		3	-3	-1	-2	0	2	-2	Taking necessities helps the individual survive	Taking without paying is cheating the store	No explicit betrayal, but disloyal to store rules	Subverting store rules and societal norms	No explicit degradation or sanctity violation	Exercising personal liberty for survival needs	Scenario leans towards harmful, unfair, disloyal, and subversive acts	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		3	2	0	2	0	1	2	Person X sought professional help to fix the issue.	Person X did not cheat and paid for the plumber's service.	No betrayal or loyalty involved in this scenario.	Person X respected the plumber's authority in fixing the faucet.	No degradation or sanctity involved in this scenario.	Person X had the liberty to call a plumber for help.	Scenario leans towards moral, but not extreme	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		-4	-2	-1	-3	0	-2	-3	Reckless driving can cause harm	No cheating involved, but unfair to risk passenger's safety	No betrayal, but disloyal to friend's safety	Subversion of traffic laws and regulations	No degradation or sanctity involved	No oppression, but infringing on passenger's liberty	Scenario leans towards harmful, cheating, and oppressive acts	-1.52
