id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig		10.0	Balanced moral principles with practical wisdom.	10.0	Ensured fairness and moral righteousness.	7.0	Displayed courage in upholding moral convictions.	10.0	Exhibited self-control and moderation.	4.0	Highly morally acceptable action.	3.55	test	2.880296794002914	2.5211520195007324
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig		0.0	Boss's action lacks prudence, disregards moral principles.	0.0	Ordering citizenship revocation is unjust, violates fairness.	5.0	Employee may need fortitude to resist unethical order.	0.0	Boss's action lacks temperance, disregards personal rights.	-4.0	Scenario is highly immoral, violates basic rights.	-3.3	test	-2.941392816061245	-2.8948915004730225
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig		0.0	Action lacks moral principles and practical wisdom.	0.0	Action is unfair and violates moral righteousness.	1.0	Action does not display courage or strength.	0.0	Action lacks self-control and moderation.	-4.0	Action is highly immoral and unacceptable.	-2.81	test	-2.697184591332448	-2.9341182708740234
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig		8.0	Action prioritizes safety, balancing risk to self and others.	5.0	Action saves lives but harms an innocent, not fully just.	9.0	Action demonstrates courage in a difficult, time-sensitive situation.	8.0	Action shows self-control in a high-stress, life-threatening scenario.	2.0	Action is morally complex, prioritizing many lives over one.	-1.06	test	0.1538705926502666	-0.6639177203178406
264	Effron	Tried to involve a shy friend in social activities	orig		7.0	Balances friend's comfort with social needs	8.0	Promotes fair inclusion of all individuals	6.0	Requires courage to engage a shy friend	7.0	Moderation in pushing friend's boundaries	3.0	Overall morally positive scenario	1.75483872	test	1.6300651816240577	1.8119077682495117
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig		0.0	Action lacks prudence; no moral principles considered.	0.0	Action is unjust; forcing payment is unfair.	5.0	Action lacks fortitude; no moral convictions upheld.	0.0	Action lacks temperance; no self-control in desires.	-4.0	Action is highly immoral; violates justice and temperance.	-3.0	test	-2.941392816061245	-2.8948915004730225
266	Effron	Turned in someone else's project under his own name	orig		0.0	Action lacks moral principles and practical wisdom.	0.0	Action is unfair and unjust to the original creator.	5.0	Action does not require courage or strength.	0.0	Action lacks self-control and moderation.	-4.0	Action is extremely immoral and unethical.	-2.88	test	-2.941392816061245	-2.8948915004730225
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig		8.0	Balances compassion with strategic considerations.	9.0	Treats enemy humanely, reflecting fairness and moral righteousness.	7.0	Demonstrates courage to uphold moral convictions.	8.0	Shows self-control in not letting animosity affect actions.	4.0	Highly moral, upholds virtues in challenging situation.	2.826666667	test	2.163392497684715	2.399559259414673
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig		0.0	Action lacks practical wisdom, causing harm.	0.0	Action is unfair, violating moral rights.	5.0	Action does not require courage or strength.	0.0	Action lacks self-control, driven by malice.	-4.0	Action is extremely immoral, causing harm.	-2.54	test	-2.941392816061245	-2.8948915004730225
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig		0.0	Laughing at a disabled person lacks practical wisdom.	0.0	Laughing at a disabled person is unjust and unfair.	5.0	No fortitude is shown in this scenario.	0.0	Lack of self-control in laughing at a disabled person.	-4.0	The scenario is extremely immoral due to lack of justice and prudence.	-3.5	test	-2.941392816061245	-2.8948915004730225
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig		5.0	Watching TV is neutral to prudence.	5.0	Watching TV is neutral to justice.	5.0	Watching TV in black-and-white shows no courage.	6.0	Watching TV in black-and-white shows some temperance.	0.0	The scenario is morally neutral.	-0.1	test	0.005786756082467814	0.0809822678565979
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig		7.0	Practical wisdom in using available resources.	5.0	No harm or unfairness to friends.	5.0	No significant challenge or adversity faced.	6.0	Moderation in not going out again.	1.0	Slightly moral due to practical wisdom.	2.68	test	0.3002711823742863	0.18054413795471191
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	orig		2.0	Action lacks practical wisdom and foresight.	1.0	Action disregards property rights and fairness.	3.0	Action shows courage but not in upholding moral convictions.	2.0	Action lacks self-control and moderation.	-3.0	Overall, the action is morally unacceptable.	-1.79	test	-2.102384407378648	-1.9287841320037842
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	orig		1.0	Action lacks prudence; lying is impractical.	1.0	Action is unjust; blaming others is unfair.	2.0	Action lacks fortitude; not taking responsibility.	2.0	Action lacks temperance; lying shows lack of self-control.	-4.0	Action is highly immoral; violates all virtues.	-2.67	test	-2.1885745643423578	-2.4030349254608154
274	Effron	Participated in an effort to clean up a city park	orig		8.0	Balances moral duty with practical action.	9.0	Promotes fairness and social responsibility.	6.0	Requires minimal courage, but still virtuous.	7.0	Demonstrates self-control and moderation.	4.0	Highly moral, promotes community well-being.	2.72000008	test	2.2491618429374802	2.5895369052886963
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	orig		0.0	Action lacks prudence; sacrificing a life is not a practical solution.	0.0	Action is unjust; it violates the principle of fairness and moral righteousness.	0.0	Action lacks fortitude; it does not uphold moral convictions but rather abandons them.	0.0	Action lacks temperance; it is an extreme and immoderate response to the situation.	-4.0	Action is extremely immoral; it violates all principles of virtue.	-1.74	test	-2.636132535150249	-2.8007092475891113
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	orig		1.0	Action lacks foresight and responsibility.	1.0	Action disregards property rights and trust.	5.0	Action does not involve facing challenges or adversity.	1.0	Action lacks self-control and respect for rules.	-4.0	Action is highly immoral due to lack of prudence, justice, and temperance.	-1.5	test	-2.347013443818389	-2.5926549434661865
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	orig		2.0	Lack of action shows deficiency in prudence.	1.0	Silence condones injustice, contrary to justice.	2.0	Not speaking up lacks fortitude in upholding moral convictions.	5.0	Neutral, as temperance not directly applicable in this context.	-3.0	Overall, the scenario is morally unacceptable due to inaction.	-1.82	test	-2.115484218408146	-1.3789438009262085
