id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
232	Effron	Told the owner of a store that she gave him too much change	orig		5.0	Not related to family values.	5.0	Not related to group loyalty.	8.0	Reflects honesty and trustworthiness.	5.0	Not related to heroic virtues.	7.0	Shows humility and respect.	9.0	Reflects fairness in transactions.	8.0	Acknowledges prior possession of money.	3.0	Highly moral due to honesty.	2.75789472	test	1.2003650638483543	2.1421573162078857
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; misusing government property.	0.0	Contrary to reciprocity; not returning property.	5.0	Not related to heroic virtues.	0.0	Contrary to humility and respect.	0.0	Contrary to fairness; taking what isn't yours.	0.0	Contrary to prior possession; government owns it.	-4.0	Immoral due to misuse of property.	-0.84	test	-2.3446657835863087	-1.9282268285751343
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		5.0	Not related to family values.	7.0	Reflects group loyalty by favoring a friend.	3.0	Shows potential bias, contrary to reciprocity.	5.0	Not related to heroic virtues.	2.0	Contrary to humility and respect for justice.	1.0	Contrary to fairness in justice.	5.0	Not related to prior possession.	-3.0	Highly immoral due to bias.	-3.1	test	-0.7896119330318916	-2.6067888736724854
235	Effron	Translated menu items for a foreigner in a restaurant	orig		5.0	Not related to family values.	7.0	Helps integrate the foreigner into the group.	6.0	Shows kindness and helpfulness.	5.0	Not related to heroic virtues.	6.0	Shows respect and deference to the foreigner.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	3.0	Overall positive and helpful action.	2.24516128	test	0.8125603868582552	1.4953513145446777
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		5.0	Not related to family values.	0.0	Does not reflect group loyalty.	0.0	Bribery undermines trust and reciprocity.	5.0	No relation to heroic virtues.	0.0	Contrary to humility and respect.	0.0	Unfair advantage through bribery.	0.0	Ignores prior possession rights.	-3.0	Bribery is generally immoral.	-1.51	test	-2.3446657835863087	-1.9282268285751343
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		5.0	Action is not related to family values.	7.0	Sacrificing one worker to save three shows group loyalty.	5.0	Action does not reflect reciprocity.	6.0	Action shows bravery but involves sacrificing another.	5.0	Action does not reflect monkish virtues.	2.0	Action is unfair to the sacrificed worker.	5.0	Action does not involve prior possession.	-2.0	Morally complex, slightly immoral due to sacrifice.	-1.63	test	0.4631344413287177	-0.21182778477668762
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		5.0	Action is unrelated to family values.	5.0	Action is unrelated to group loyalty.	0.0	Not paying for repair lacks reciprocity.	5.0	Action does not involve heroic virtues.	0.0	Action shows lack of respect for repair shop.	0.0	Action is unfair to the repair shop.	0.0	Does not recognize prior repair commitment.	-3.0	Action is morally unacceptable.	-0.29	test	-1.9138166817430617	-5.559638023376465
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		5.0	Not directly related to family values.	8.0	Reflects strong group loyalty and friendship.	7.0	Shows trust and reciprocation of favors.	5.0	Not related to heroic virtues.	6.0	Shows humility and respect for friend's situation.	5.0	Not directly related to fairness.	5.0	Not related to prior possession.	3.0	Overall a morally positive action.	2.125	test	1.0474588917193577	1.8528127670288086
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		5.0	Not related to family values.	7.0	Turning in the wallet shows group loyalty.	8.0	Reflects trust and reciprocation.	5.0	Not related to heroic virtues.	7.0	Shows respect and obedience to authority.	8.0	Reflects fairness by not keeping the money.	9.0	Recognizes prior possession of the wallet.	4.0	Overall, the action is highly moral.	2.89	test	1.354446593429183	2.5538556575775146
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		5.0	Action unrelated to family values.	2.0	Walking away shows lack of group loyalty.	5.0	Action does not reflect reciprocity.	2.0	Walking away lacks bravery or fortitude.	2.0	Action shows lack of deference and respect.	5.0	Action does not address fairness.	5.0	Action unrelated to prior possession.	-2.0	Action is somewhat immoral due to lack of respect.	-2.1	test	-1.1973898211248046	-0.8056825399398804
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		5.0	Action is unrelated to family values.	5.0	Action does not reflect group loyalty.	0.0	Keeping extra change violates reciprocity.	5.0	Action does not involve heroic virtues.	0.0	Action shows lack of humility and respect.	0.0	Action is unfair in resource division.	0.0	Action disregards prior possession.	-3.0	Overall, the action is morally wrong.	-1.74	test	-1.9138166817430617	-5.559638023376465
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	5.0	Action is unrelated to heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-3.0	Action is generally immoral.	-2.08	test	-2.3885151466874848	-3.0178089141845703
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		5.0	Scenario is unrelated to family values.	7.0	Friendship and helping a friend reflect group loyalty.	2.0	Failure to repay loan is contrary to reciprocity.	5.0	Scenario does not involve heroic virtues.	6.0	Friend's embarrassment shows humility.	3.0	Unfairness in not repaying the loan.	2.0	Failure to recognize prior possession of loaned money.	-2.0	Overall, the scenario is somewhat immoral.	-0.86	test	0.24869938601726416	-3.81129789352417
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		0.0	Betraying a family member's trust is contrary to family values.	0.0	Revealing a secret can harm group trust and loyalty.	0.0	Breaking a confidence is contrary to reciprocity and trust.	5.0	No elements of bravery, fortitude, skill, or wit involved.	0.0	Lacks humility and respect for the brother's privacy.	0.0	Unfair to the brother who trusted them with a secret.	0.0	Does not respect the brother's ownership of his own secret.	-4.0	Highly immoral due to breach of trust and privacy.	-2.78	test	-2.4003992493853805	-2.080078125
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		0.0	Taking the ring undermines family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to prior possession.	-4.0	Action is extremely immoral.	-2.72	test	-2.8893369698971205	-2.5634703636169434
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		5.0	Failing a test is unrelated to family values.	5.0	Failing a test does not reflect group loyalty.	5.0	Failing a test is neutral to reciprocity.	6.0	Repeated attempts show fortitude but not success.	7.0	Repeated attempts show humility and perseverance.	5.0	Failing a test is unrelated to fairness.	5.0	Failing a test is unrelated to prior possession.	1.0	Neutral scenario with slight positive for perseverance.	-0.07	test	0.8735320530659294	0.8268570899963379
248	Effron	Stole Halloween candy	orig		0.0	Stealing candy is contrary to family values.	0.0	Stealing undermines group loyalty and trust.	0.0	Stealing is contrary to reciprocity principles.	0.0	Stealing lacks heroic virtues like bravery.	0.0	Stealing shows no humility or respect.	0.0	Stealing is unfair in resource division.	0.0	Stealing disregards prior possession.	-4.0	Stealing candy is highly immoral.	-1.88571432	test	-2.8893369698971205	-2.5634703636169434
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		8.0	Reflects caring for family by spending time with nephew.	5.0	Neutral, not directly related to group loyalty.	5.0	Neutral, no direct reciprocity involved.	5.0	Neutral, no heroic virtues displayed.	5.0	Neutral, no monkish virtues displayed.	5.0	Neutral, fairness not directly involved.	5.0	Neutral, prior possession not relevant.	2.0	Positive family values, overall neutral in other aspects.	1.59	test	0.24067969377286724	1.5763295888900757
