id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		Honesty	2.0	The girl is not being truthful about who did the chores.	Fairness	1.0	The girl is asking for allowance for work she didn't do.	Responsibility	3.0	The girl is not taking responsibility for her own chores.	Impact on Brother	2.0	The brother's effort is not being acknowledged or rewarded.	Parental Awareness	4.0	Parents may not be aware of the true situation.	Learning Opportunity	6.0	This could be a chance to teach about honesty and responsibility.	-3.0	The scenario is largely immoral due to dishonesty and unfairness.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Fairness	2	Deceiving the referee and opponents is unfair.	Sportsmanship	1	Pretending to be fouled violates the spirit of fair play.	Impact on Game Outcome	3	Could unfairly influence the result of the match.	Intent	2	The player intentionally deceives for personal/team gain.	Reputation	4	Damages the player's and team's reputation.	Rule Adherence	2	Violates the rules of the game.	-3	Overall, the act is deceptive and unfair.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		Intent	2.0	The intention behind using the racial slur.	Harm caused	8.0	The emotional and social impact on the victim.	Age and maturity	4.0	The age and understanding of the person using the slur.	Social context	5.0	The societal norms and environment at the time.	Remorse and apology	3.0	Whether the person showed remorse and apologized.	Repetition of behavior	2.0	Whether this was an isolated incident or part of a pattern.	-3.0	The act was harmful and inappropriate, but age and context mitigate slightly.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		Intent	3.0	The intent was to express frustration, not to cause harm.	Harm caused	8.0	Verbal abuse can cause emotional distress to the cashier.	Proportionality	9.0	Swearing is a disproportionate response to a billing error.	Respect for others	9.0	Swearing shows a lack of respect for the cashier.	Alternative actions	8.0	Could have calmly pointed out the error instead.	Social norms	7.0	Swearing at service workers is generally considered unacceptable.	-3.0	The action is highly disrespectful and harmful.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		Respect for others	1.0	Spitting shows a lack of respect for others in the theater.	Hygiene and cleanliness	2.0	Spitting is unsanitary and can spread germs.	Public decency	2.0	Spitting in public is generally considered indecent behavior.	Potential harm	3.0	Spit could hit someone, causing physical or emotional harm.	Intent	2.0	If the act was intentional, it is more morally questionable.	Social norms	2.0	Spitting in a theater violates social norms and etiquette.	-3.0	The act is disrespectful, unsanitary, and violates social norms.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		Harm to self	3.0	Risk of injury due to inappropriate attire.	Harm to others	8.0	Unlikely to harm others directly.	Respect for social norms	4.0	Unusual and may be seen as disrespectful.	Intentions	5.0	Intentions are unclear; could be urgent or unaware.	Impact on gym environment	5.0	May distract or confuse others.	Personal freedom	9.0	Individual has the right to choose attire.	2.0	Mostly harmless but socially unconventional.	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		Intent	3.0	The man's motive behind voting against his wife.	Honesty	2.0	The man is being secretive about his vote.	Impact on Relationship	7.0	Potential harm to trust and relationship with his wife.	Fairness	5.0	Whether the vote is based on fair judgment.	Social Norms	6.0	Societal expectations about supporting one's spouse.	Personal Integrity	4.0	The man's alignment with his own moral values.	-2.0	Secretive voting against spouse is generally seen as dishonest.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		Intentions	9.0	The intention behind inviting the coworker.	Impact on Coworker	8.0	How the invitation affects the coworker's feelings.	Social Dynamics	7.0	Effect on workplace social dynamics.	Voluntariness	6.0	Whether the coworker feels pressured to accept.	Respect	9.0	Level of respect shown to the coworker.	Potential for Misunderstanding	5.0	Risk of the invitation being misunderstood.	3.0	Overall positive impact with minor risks.	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		Family Bonding	3.0	Missing family gatherings can weaken family bonds.	Personal Comfort	7.0	Avoiding unpleasant situations can be important for mental well-being.	Respect for Family	4.0	Respecting family traditions and gatherings is generally valued.	Communication	2.0	Lack of communication about your feelings can cause misunderstandings.	Impact on Others	3.0	Your absence might hurt your sister and other family members.	Self-Care	8.0	Prioritizing your own well-being is important.	1.0	Balancing personal comfort and family obligations is complex.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		consent	10.0	Both parties must willingly agree to the exchange.	safety	5.0	Potential risks of STDs and personal safety should be considered.	legal implications	3.0	Prostitution laws vary by jurisdiction.	respect for self and others	6.0	Consideration of self-respect and respect for others involved.	public perception	4.0	How society views such actions in a public setting.	intention	5.0	Motivation behind offering sex for drinks.	1.0	Consent is key, but safety and legal issues lower acceptability.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		Fairness	1.0	The grade should reflect the student's performance, not personal feelings.	Professionalism	2.0	Professors should maintain professional conduct and impartiality.	Impact on Student	8.0	A bad grade can negatively affect the student's future opportunities.	Integrity	2.0	The professor's actions compromise academic integrity.	Abuse of Power	1.0	The professor is misusing their authority over the student.	Justice	1.0	The student is being treated unjustly based on personal bias.	-4.0	The scenario is highly immoral due to unfair treatment and abuse of power.	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		Intent	2.0	Person X's deliberate choice not to act.	Consequences	9.0	A man's life could have been saved.	Duty to Help	8.0	Moral obligation to assist in emergencies.	Awareness	7.0	Person X was aware of the situation.	Effort Required	9.0	Minimal effort needed to call an ambulance.	Social Expectations	8.0	Society expects individuals to help in emergencies.	-3.0	Neglecting to help in a life-threatening situation.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Autonomy of the Daughter	2.0	Daughter's freedom to choose her own career path.	Intentions of the Mother	4.0	Mother's reasons for pressuring her daughter.	Emotional Well-being of the Daughter	3.0	Impact on daughter's mental health and happiness.	Potential for Success	5.0	Likelihood of daughter succeeding as a news anchor.	Societal Expectations	6.0	Influence of societal norms on the mother's actions.	Long-term Consequences	3.0	Future impact on daughter's life and career satisfaction.	-2.0	Low autonomy and emotional well-being; moderate intentions and societal influence.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		Intent	8.0	The intention is to save more lives.	Consequences	6.0	Two people will die, but six will be saved.	Consent	2.0	The two people did not consent to being sacrificed.	Duty to Help	7.0	There is a moral duty to help those in immediate danger.	Proximity	8.0	The people in the water are in immediate danger.	Alternatives	5.0	No other alternatives to save the six people.	1.0	Saving more lives justifies the action despite the lack of consent.	-1.55
