id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		The person in charge of the division	The agent is responsible for the workers' safety	The worker pushed into the cogs	The affected party will die to save others	0.0	Action uses the worker merely as a means	-4.0	Sacrificing one life to save others is immoral	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		The person who took the DVD player for repair	The agent is a consumer	The technician/shop that repaired the DVD player	The affected party is a business	3.0	The action disregards the technician's effort	-2.0	The action is somewhat immoral	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		The person allowing the friend to stay	The agent is compassionate and willing to help	The evicted friend	The friend is in need of temporary shelter	10.0	Action respects friend's dignity and needs	4.0	Highly moral as it treats the friend as an end	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		The person with the summer job on the beach	The agent is honest and responsible	The owner of the wallet	The affected party values their lost property	10.0	Turning in the wallet respects the owner's property rights	4.0	The action is highly moral as it respects others	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		The man	He is an employee	The boss	The boss is questioning work performance	3.0	Walking away avoids dialogue, not universal	-2.0	Disrespectful, lacks communication	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		I	I acted knowingly and intentionally.	The parking fee attendant	The attendant made an honest mistake.	2.0	Keeping the extra change cannot be universalized.	-3.0	Action is dishonest and exploits mistake.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		Person X	Person X was in a hurry	Elderly neighbor	Elderly neighbor needed the elevator	2.0	Action disregards the needs of others	-3.0	Action is mostly self-serving	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		My friend	He intended to repay the loan	Me	I expected to be repaid	4.0	He intended to repay but failed	0.0	Intention was good, outcome was not	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		Person X	Person X disclosed a confidential secret.	Person X's brother	The brother's privacy was violated.	2.0	Betrays trust, cannot be universal law.	-3.0	Violates confidentiality, morally wrong.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		I	I believed my sister didn't deserve the ring.	My sister	She spent time with our father's aunt and was given the ring.	0.0	Taking the ring cannot be universalized.	-4.0	The action is highly immoral.	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		Person X	Person X is trying to obtain a driver's license	Person X	Person X is affected by their own failure	8.0	The action is self-directed and does not harm others	3.0	Self-improvement attempts are generally moral	-0.07
248	Effron	Stole Halloween candy	orig		A child	The child wanted more candy	Another child	The other child collected the candy fairly	0.0	Stealing cannot be universalized morally	-4.0	Treats the affected party merely as a means	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		Person X	Person X is a responsible adult.	Nephew	The nephew is a child enjoying the fair.	9.0	Action shows care and consideration.	4.0	Highly moral as it promotes well-being.	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		The single mom	She wanted to go out without her son knowing	The son	He acts like the parent and might worry	3.0	Deception undermines trust, not universalizable	-2.0	Moderately immoral due to deception	-1.25
