id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
443	Kruepke	When I was 17 years old I had two boyfriends. I would see one and then go visit the other. Sometimes one would drive up to my house as the other was driving away. Neither of them ever found out.	orig		The narrator (the person recounting the events).	Assumed to be a capable individual making deliberate romantic choices.	Both of the boyfriends.	Assumed to be autonomous individuals unaware of the dual relationships.	4.0	Personal pleasure is gained, but potential harm exists if deception is revealed.	-2.0	Deception undermines trust, generating negative moral value despite limited immediate harm.	-2.73	test	-0.8098184045475314	-0.9427381753921509
444	Lotto	You are passing over the Swiss Alps in a hot air balloon together with four other people. You have just reached an altitude of 2,000 metres. At a certain point you become aware of a malfunction which is causing you to lose altitude faster and faster. You are moving towards a very big mountain chain and if you cannot gain altitude quickly, the balloon will crash into the rock face.To lighten the load and cause the balloon to ascend, you throw one of the people overboard. You know that he will die, but you and the other three will survive.	orig		You, the decision-maker in the balloon.	Assumed to be a rational, utilitarian agent who weighs collective survival over individual sacrifice.	The person thrown overboard.	Assumed to value their own life and not consent to being sacrificed.	7.0	Four lives saved at the cost of one results in a net survival benefit.	2.0	Net positive outcome, but active sacrifice remains morally problematic.	-1.66	test	0.9325790871692305	0.6729710102081299
445	Mickelberg	Person X was in a car accident but drove off before they could see if anyone was injured.	orig		Person X	Assumed to be a responsible adult, aware of ethical duties.	Potential injured victims and the community at large	Assumed their well-being depends on prompt and responsible intervention.	2.0	Failing to check can worsen outcomes, thus low utility.	-3.0	Negligence in a crisis reflects moral unacceptability.	-3.07	test	-1.9714167323587062	-1.9972176551818848
446	Effron	Started an argument with a coworker	orig		The coworker who initiated the argument.	Assumed to be a typical employee reacting impulsively under stress.	The coworker who was challenged in the argument.	Assumed to be a reasonable individual affected negatively by workplace conflict.	2.0	Argument likely disrupts harmony and adds tension, offering minimal benefit.	-2.0	Low utility reflects harm to overall happiness, making it morally questionable.	-1.33333328	test	-1.9714167323587062	-1.9972176551818848
447	Lotto	You are a member of the Air Force and the commander of a squad of planes that is on a reconnaissance mission. On one of these missions, while flying over an inhabited area, you realise that one of the planes has just launched a missile accidentally, and it is heading directly for a house in which a family of three lives.You hit the missile to divert it. You know that it will fall on a street in which there is a car with a person in it. This person will die, but the family of three will be saved.	orig		You, the squad commander.	Assumed to be acting with full authority and ethical responsibility in a crisis.	Both the family of three and the person in the car.	Assumed that each life is valued, but lives can be weighed for greater overall benefit.	8.0	Saving three lives at the loss of one creates a net gain in community happiness.	3.0	Utilitarian net positive outcome renders the action morally acceptable despite the sacrifice.	-0.71	test	1.5133782510748182	1.7695165872573853
448	Mickelberg	Person X went to the nearby airport, as they like to watch the planes.	orig		Person X	Assumed to be a rational, leisure-seeking individual enjoying harmless activities	Person X	Assumed that the individual's happiness counts as a valid interest	6.0	Offers personal enjoyment with minimal negative impact on others.	3.0	Harmless leisure yielding net positive happiness makes it morally acceptable.	0.15	test	0.3517799232636434	-0.17360728979110718
449	Effron	Went out of his way to help a foreigner find the bus station	orig		A local individual (the helper).	Assumed to be kind-hearted and proactive in assisting others.	The foreigner in need of finding the bus station.	Assumed to be unfamiliar with the local area and in a moment of need.	8.0	It alleviates stress and aids travel, enhancing both individual and community well-being.	3.0	Demonstrates clear altruism and maximizes happiness, making it highly morally acceptable.	2.4242424	test	1.5133782510748182	1.7695165872573853
450	Lotto	You are at the supermarket and you have just finished doing the shopping. You go to the checkout queue. When it comes to your turn, you immediately realise that the cashier, distracted by a conversation with a colleague, has given you €30 too much change.You immediately put the money in your pocket to avoid the cashier realising. You know that she will probably have to reimburse the till for the missing money from her own pocket, but it was her fault since she was distracted.	orig		The shopper (you).	Assumed to be fully aware and intentionally exploiting the cashier's mistake.	The cashier and the supermarket indirectly.	Assumed that the cashier is a vulnerable employee facing personal loss.	2.0	Small personal benefit offsets larger harm to an innocent party.	-3.0	Dishonesty that harms others makes it largely immoral.	0.15	test	-1.9714167323587062	-1.9972176551818848
451	Mickelberg	Person X helped their brother renovate his house every night for six months after it had been damaged by fire.	orig		Person X	Assumed to be altruistic and willing to sacrifice personal time for family benefit.	The brother	Assumed to be directly benefiting from the help and recovery process after fire damage.	8.0	The act significantly improves the brother’s well-being and recovery, offering substantial practical benefit.	4.0	Highly moral due to selfless sacrifice to improve a family member's situation.	3.1	test	1.5133782510748182	1.7695165872573853
452	Effron	Filed a complaint against some teenagers for trespassing	orig		The community member who filed the complaint	Assumed to be responsible, proper, and acting for community safety	The teenagers accused of trespassing	Assumed their trespassing potentially harms community order	6.0	The action deters harmful behavior and encourages law enforcement.	2.0	Legally and ethically sound, promoting community welfare.	0.117073168	test	0.3517799232636434	-0.17360728979110718
