id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		-2	-4	-4	-3	0	0	-3	Stealing from dad causes harm, but buying ice cream helps friends.	Stealing is a form of cheating, unfair to dad.	Stealing from dad is a betrayal of trust.	Stealing from dad subverts his authority.	No degradation or sanctity issues apparent.	No oppression or liberty issues apparent.	Stealing from dad and lying to friends is immoral.	-2.13	train		
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		5	0	5	0	4	0	4	Person X helps their partner by protecting them from harm.	No cheating or unfairness is involved in this scenario.	Person X shows loyalty to their partner by putting themselves in harm's way.	No authority figure is involved in this scenario.	Person X's action is a noble and sacred act.	No oppression or restriction of liberty is involved in this scenario.	The scenario is highly moral due to Person X's selfless act of protecting their partner.	3.22	train		
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		5	0	0	0	4	0	4	Person X helps the needy by funding a local program.	No cheating or unfairness is involved in the scenario.	No betrayal is involved, as Person X is acting altruistically.	No authority is being subverted, as Person X is acting voluntarily.	The act is sacred and respectful, as it helps those in need.	No oppression is involved, as Person X is acting freely.	The scenario is highly moral due to Person X's selfless act of helping the needy.	3.01	train		
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		-3	-4	-4	0	0	0	-3	The protagonist took the necklace, causing harm to the little girl.	The protagonist cheated by taking the necklace without permission.	The protagonist betrayed the trust of the little girl by taking her necklace.	No authority figure was involved, so this norm does not apply.	The protagonist's action did not degrade or disrespect anything sacred.	The protagonist's action did not oppress or restrict the little girl's freedom.	The scenario is immoral because it involves cheating, betrayal, and harm to another person.	-2.36	train		
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		4	-1	0	0	0	0	3	Winning a free subscription helps the participants.	Filling out the questionnaire with friends may be seen as unfair.	No betrayal or disloyalty is involved in this scenario.	No authority is being subverted or challenged.	No degradation or disrespect is involved in this scenario.	No oppression or restriction of liberty is involved.	The scenario is morally acceptable as it involves a fair contest with a positive outcome.	1.05	train		
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		4	0	3	0	0	0	4	Person X helps coworkers by remembering their coffee orders.	No cheating or unfairness involved in remembering coffee orders.	Person X shows loyalty to coworkers by remembering their orders.	No authority figure is involved or subverted.	No degradation or sanctity is involved in remembering coffee orders.	No oppression or restriction of liberty is involved.	Person X's action is highly moral as it shows help, loyalty, and fairness.	0.79	test	1.5730460690533423	2.2158865928649902
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		2	0	0	0	0	0	0	Person X helps themselves by buying a new tube.	No cheating or unfairness involved in this scenario.	No betrayal or loyalty issues in this scenario.	No authority figure or rules involved in this scenario.	No degradation or sanctity issues in this scenario.	No oppression or restriction of liberty in this scenario.	The scenario is morally neutral, as Person X is simply taking care of their bike.	0.34	test	0.5453964727067004	-0.5436126589775085
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		-3	-4	-4	0	0	0	-3	Friend took advantage of help, causing harm to the helper.	Friend didn't reciprocate help, didn't pay for gas, and didn't thank.	Friend exploited helper's kindness, breaching trust.	No authority figure involved, no subversion.	No degradation of a person or sacred values.	No oppression or restriction of freedom.	The scenario is immoral due to the friend's exploitation and lack of gratitude.	-1.39	test	-2.1861735443009485	-2.069222927093506
150	Effron	Provided food and clothing for flood victims	orig		5	0	0	0	3	0	4	Providing food and clothing helps flood victims.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is relevant in this scenario.	No authority is being subverted or upheld in this scenario.	Helping flood victims maintains human dignity and sanctity.	No oppression or restriction of liberty is involved.	Providing essential aid to those in need is a highly moral act.	3.22666664	test	2.3783504378924656	2.7759246826171875
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		-4	-3	-4	2	-4	-3	-3	The pilot harms one person to help the other three.	The pilot's action is unfair to the person pushed out.	The pilot betrays the trust of the person pushed out.	The pilot exercises authority to make a life-or-death decision.	The pilot's action degrades the value of human life.	The pilot restricts the liberty of the person pushed out.	The scenario is morally unacceptable due to the harm and betrayal involved.	-1.8	test	-3.010873300910996	-2.0756773948669434
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		5	0	0	0	4	0	4	Donating blood helps others, despite personal fear.	No cheating or unfairness involved in donating blood.	No betrayal or disloyalty to oneself or others.	No subversion of authority, following medical guidelines.	Donating blood is a noble, sacred act.	No oppression or restriction of freedom involved.	Overcoming personal fear to help others is highly moral.	2.78	test	2.597627232101785	2.721285343170166
