id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		6.0	Avoiding unpleasant situations can be prudent, but neglecting family ties may not be.	4.0	Not visiting family may be unfair to them, but also avoids potential conflict.	3.0	Not facing unpleasant situations may lack courage, but also avoids unnecessary stress.	6.0	Avoiding desires for a pleasant Christmas may show self-control, but also prioritizes personal comfort.	0.0	The action is morally neutral, as it balances personal comfort with potential harm to family relationships.	-0.71	test	-0.011703904013343536	0.9002916812896729
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	Lack of prudence in prioritizing short-term pleasure over long-term consequences.	0.0	Exploiting others for personal gain, contrary to fairness and moral righteousness.	0.0	No courage or strength in upholding moral convictions, rather surrendering to desires.	0.0	Complete lack of self-control and moderation in desires and pleasures.	-4.0	The scenario exhibits a severe lack of moral virtues, making it highly immoral.	-2.6	test	-2.5905090478440376	-4.48214864730835
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		0.0	Lack of prudence in unfair grading, ignoring academic merit.	0.0	Injustice in grading, violating fairness and moral righteousness.	0.0	No courage or strength in upholding moral convictions, rather yielding to personal bias.	0.0	Lack of self-control, allowing personal dislike to influence academic judgment.	-4.0	Extremely immoral, violating multiple virtues and academic integrity.	-3.7	test	-2.520635258316345	-2.3434982299804688
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		0.0	Lack of practical wisdom in not calling for help.	0.0	Inaction leads to unfair outcome, violating moral righteousness.	0.0	No courage or strength shown in upholding moral conviction.	0.0	No self-control or moderation in desires, prioritizing convenience.	-4.0	Extreme immorality due to complete lack of virtues.	-3.2	test	-2.520635258316345	-2.3434982299804688
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		2.0	Lacking prudence, as the mother's pressure may harm her daughter's well-being.	1.0	Unjust, as the mother's actions may limit her daughter's autonomy and choices.	5.0	Not related to fortitude, as the mother's actions do not demonstrate courage or moral conviction.	2.0	Intemperate, as the mother's desires for her daughter's success may be excessive and uncontrolled.	-3.0	Morally unacceptable, as the mother's actions prioritize her own desires over her daughter's well-being.	-1.5	test	-1.6916020358420492	-1.7719858884811401
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		2.0	Prudence is low as the action prioritizes saving six lives over two, but lacks consideration for alternative solutions.	1.0	Justice is low as the action sacrifices two innocent lives, violating their right to life and fairness.	8.0	Fortitude is high as the action requires courage to make a difficult decision in a life-or-death situation.	2.0	Temperance is low as the action is driven by extreme circumstances rather than self-control or moderation.	-3.0	The scenario is morally unacceptable due to the sacrifice of innocent lives, despite the intention to save others.	-1.55	test	-1.5903540589201486	-0.9661368131637573
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		8.0	Helping a friend's niece in need shows practical wisdom.	9.0	Providing temporary shelter is a fair and just act.	5.0	No courage or strength is required in this scenario.	8.0	Limiting the help to one week shows moderation.	3.0	The action is morally acceptable due to its fairness and practical wisdom.	2.42	test	2.423375719809916	2.019352436065674
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		0.0	Lack of prudence led to forgetfulness.	5.0	No impact on justice, as it's an individual mistake.	5.0	No courage or strength is required in this scenario.	5.0	No self-control or moderation is involved.	-1.0	Forgetfulness is a minor moral failing.	0.06	test	0.5405713158031644	1.7508336305618286
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		0.0	Lack of prudence in considering long-term consequences of actions.	0.0	Injustice towards the girlfriend, violating trust and commitment.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Lack of self-control and moderation in desires and pleasures.	-4.0	Extremely immoral due to violation of trust and lack of self-control.	-3.09	test	-2.520635258316345	-2.3434982299804688
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		0.0	Lack of prudence in prioritizing self-interest over moral principles.	0.0	Injustice to the owner of the damaged car, violating fairness and moral righteousness.	0.0	No courage or strength shown in upholding moral convictions, instead choosing to flee.	0.0	Lack of self-control, prioritizing personal convenience over moral obligations.	-4.0	The action is extremely immoral, violating multiple moral principles.	-0.98	test	-2.520635258316345	-2.3434982299804688
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		8.0	Prudence is reflected in considering the stranger's benefit.	9.0	Justice is reflected in preventing an unfair fine.	5.0	No courage or strength is required in this action.	5.0	Moderation is not directly related to this action.	3.0	The action is morally acceptable due to its kind and fair nature.	2.52	test	1.9683705359632593	1.3974205255508423
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		8.0	Prudence is reflected in weighing lives and making a difficult decision.	2.0	Justice is not fully reflected as an innocent technician will die.	9.0	Fortitude is reflected in taking a difficult and courageous action.	5.0	Temperance is not directly related to this scenario.	1.0	Morally acceptable due to the circumstances, but not ideal.	-0.75	test	-0.8843973234482192	-0.7210705280303955
