id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		Person X	The agent prioritizes personal pleasure over relational fidelity.	The girlfriend and broader community (trust in relationships).	The affected party values honesty and emotional security.	2.0	Causes significant emotional harm, undermines trust; minimal short-term pleasure.	-4.0	Deception and harm outweigh benefits; violates trust and societal norms.	-3.09	test	-2.0274164561296	-2.172051191329956
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		The driver of the car (you)	The agent prioritized self-interest over responsibility to avoid consequences.	The owner of the scraped car	The affected party is unaware and will bear financial loss without recourse.	2.0	Harm (owner's cost) outweighs benefit (driver's convenience). Net utility decreases.	-4.0	Avoiding responsibility causes significant harm; unethical despite self-benefit.	-0.98	test	-2.0274164561296	-2.172051191329956
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Person X	Assumed altruistic intent to help a stranger avoid a parking ticket.	The stranger whose meter was expired and the community.	The stranger would prefer to avoid a fine; the community benefits from reduced conflict.	8.0	Prevents financial loss for stranger with minimal cost, increasing overall happiness.	3.0	Altruistic act prevents harm, morally positive without significant negative consequences.	2.52	test	0.8497300969171078	0.7730227708816528
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		You	Assumed the agent acted to save the majority by sacrificing one.	Criminal, technician, and five actors (including you)	Criminal posed lethal threat; technician and actors were innocent.	8.0	Saves six lives, one death. Net positive utility.	4.0	Greater good outweighs one death; utilitarian justification.	-0.75	test	0.8497300969171078	0.7730227708816528
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		Person X	Assumed the agent acted for personal enjoyment or mental stimulation.	Primarily Person X	Assumed the action caused no harm and provided personal satisfaction.	2.0	Personal benefit, minimal community impact.	2.0	No harm, self-beneficial, morally neutral/positive.	0.11	test	-2.0274164561296	-2.172051191329956
176	Effron	Put a roach down another person's shirt	orig		The person placing the roach	The agent acted intentionally to cause discomfort or fear	The individual with the roach in their shirt	The affected party dislikes insects and experiences distress	2.0	Causes significant distress; minimal positive utility	-3.0	Intentional harm for amusement is immoral	-3.04	test	-2.0274164561296	-2.172051191329956
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		The fourth climber (you)	The agent acted rationally to maximize survival of the majority	The last climber and the three climbers above (including the agent)	The last climber would die; the others would survive if the load was reduced	8.0	Saves three lives, sacrifices one; net utility gain	3.0	Greater good achieved, but involves intentional sacrifice	-1.25	test	0.8497300969171078	0.7730227708816528
178	Cook	Someone participates in a non-violent white nationalist rally	orig		The participant	The agent holds white nationalist beliefs but acts non-violently.	The community, particularly marginalized groups	The affected party feels threatened or unsafe due to the rally's ideology.	1.0	Promotes division, reduces communal safety; minimal net utility.	-3.0	Undermines social cohesion; harmful to marginalized groups.	-1.86	test	-2.5069408816373846	-2.7352633476257324
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		The individual refusing to stand	The agent is exercising free speech or protesting an issue	The community attending the event	The community values patriotism and unity	6.0	Upholds individual rights but may disrupt communal harmony	2.0	Morally acceptable due to free speech, but minor harm to unity	-1.13	test	-0.10931875409846148	-0.9940063953399658
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		I (the person comforting her)	The agent is compassionate and aims to provide emotional support.	The woman grieving her dogs	She was experiencing grief and needed emotional comfort.	8.0	Comforting reduces grief, increasing net happiness.	4.0	Supporting grieving individuals is highly moral.	2.49	test	0.8497300969171078	0.7730227708816528
