id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
235	Effron	Translated menu items for a foreigner in a restaurant	orig		3.0	2.0	1.0	1.0	2.0	4.0	4.0	Prevents harm by clarifying allergens, aids informed choices.	Promotes fairness via accurate translations; no cheating implied.	Shows loyalty to customer needs, not cultural betrayal.	Upholds authority by maintaining menu integrity in translation.	Respects cultural sanctity through careful translation.	Enhances liberty by enabling informed dining decisions.	Promotes inclusivity, safety, and informed choices.	2.24516128	test	2.033984478387133	2.3813586235046387
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		-1.0	-4.0	-2.0	-3.0	0.0	-2.0	-3.0	Minor harm via delayed repaints for others.	Bribing subverts fair queueing process.	Landlord betrays tenants' trust.	Undermines landlord's impartial authority.	No direct sanctity violation.	Restricts others' fair access.	Unfairly prioritizes self via bribery.	-1.51	test	-1.2854612814234045	-1.9444377422332764
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		-5.0	-3.0	-2.0	0.0	-4.0	-4.0	-3.0	Actively causing harm (killing one) to prevent greater harm (saving three).	Unfairly sacrificing one without consent; violates impartiality.	Betrayal of trust by using a colleague as a means.	Authority used to act, but no direct subversion of hierarchy.	Violates bodily sanctity by instrumentalizing a life.	Forcibly depriving the worker of autonomy and life.	Intentional harm to save others is morally contentious.	-1.63	test	-3.2252954504686437	-2.514477491378784
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		-2.0	-4.0	-1.0	0.0	0.0	1.0	-3.0	Causes financial harm to repair shop by not paying.	Unfairly avoids payment for completed repair service.	Mild disloyalty to original shop by abandoning repair.	No authority relationship involved.	No violation of sanctity norms.	Exercises consumer choice, but primary issue is unpaid debt.	Unfairly avoids payment, causing financial harm.	-0.29	test	-0.9715130238001461	-1.2664486169815063
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		4.0	0.0	3.0	0.0	2.0	3.0	3.0	Providing shelter prevents harm, promoting help.	No unfair advantage; neutral fairness impact.	Supporting a friend demonstrates loyalty.	No direct challenge to authority.	Upholds dignity through safe shelter.	Enhances liberty by offering refuge.	Actively aiding a friend is morally positive.	2.125	test	2.2322331337521177	2.415863513946533
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		3.0	4.0	2.0	3.0	0.0	3.0	4.0	Returning the wallet prevents harm to the owner by restoring their property.	Acting honestly avoids cheating the rightful owner.	No betrayal; fulfilling job duties responsibly.	Following protocol by reporting to supervisor upholds authority.	Irrelevant to sanctity; no degradation involved.	Restoring the wallet supports the owner's liberty.	Acting honestly and responsibly aligns with moral expectations.	2.89	test	2.0167131353292795	2.433598279953003
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		-1.0	0.0	-2.0	-3.0	0.0	2.0	-1.0	Avoiding conflict, no direct harm caused.	No unfairness or cheating involved.	Disregarding duty by walking away.	Disrespecting hierarchical authority.	Irrelevant to sanctity norms.	Asserting autonomy to disengage.	Disrespects authority but upholds autonomy.	-2.1	test	-0.6542141127691248	-0.8636112213134766
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		-1.0	-3.0	0.0	-1.0	0.0	0.0	-2.0	Minor financial harm to the parking attendant/business.	Unfairly benefiting from a transactional error.	No group loyalty involved in this transaction.	Undermines trust in transactional authority.	No violation of sanctity or purity.	Does not restrict others' freedoms.	Dishonest gain via unfairness, minor harm.	-1.74	test	-0.7057300577308678	-1.2177772521972656
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		-2.0	0.0	-1.0	0.0	-2.0	-1.0	-2.0	Inconvenienced elderly neighbor; no direct harm.	No unfair advantage or dishonesty involved.	Minor disregard for neighborly solidarity.	No challenge to authority figures.	Disrespect toward elderly’s dignity.	Slightly restricted neighbor’s access.	Inconsiderate act, disrespectful to elderly.	-2.08	test	-1.2820472956135138	-1.214611530303955
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		-3.0	-2.0	-3.0	0.0	-1.0	-2.0	-2.0	Friend's failure to repay caused financial harm.	Unintentional breach of repayment fairness due to circumstances.	Withholding truth undermines trust, though not malicious.	No direct challenge to authority structures.	Broken promise slightly degrades trust sanctity.	Lender’s financial liberty restricted by non-repayment.	Unintentional harm but poor communication; moderately immoral.	-0.86	test	-1.8607187525150948	-1.27378249168396
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		-4.0	0.0	-5.0	0.0	-3.0	-3.0	-4.0	Causes emotional harm by breaching trust and privacy.	No direct unfairness or cheating involved.	Betrays brother's trust, violating confidentiality.	No authority figures or structures challenged.	Disclosing private health info degrades dignity.	Infringes brother's liberty to privacy.	Severe breach of trust, harm, and privacy violation.	-2.78	test	-2.627947054123763	-1.1200578212738037
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		-3.0	-4.0	-4.0	-2.0	-3.0	-3.0	-4.0	Caused emotional harm by depriving sister of a sentimental item.	Unfairly took an heirloom the sister rightfully received.	Violated familial trust and loyalty by stealing the ring.	Disregarded the aunt’s authority in gifting the ring to the sister.	Disrespected the sanctity of a family heirloom’s sentimental value.	Infringed on the sister’s right to possess the ring.	Theft, betrayal, and harm make this act morally unacceptable.	-2.72	test	-2.541273995712328	-2.220223903656006
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	Failure causes personal distress but no direct harm to others.	No evidence of cheating; test process likely fair.	Irrelevant to loyalty or betrayal dynamics.	Compliance with retesting reflects respect for authority.	No violation of sanctity or degradation involved.	Restricted driving liberty, but not systemic oppression.	Failure is neutral; reflects skill, not morality.	-0.07	test	-0.6050964754641227	-0.5050860643386841
248	Effron	Stole Halloween candy	orig		-4.0	-3.0	0.0	-2.0	0.0	-3.0	-4.0	Stealing deprives the owner of candy, causing harm.	Unfairly taking others' property without consent.	No direct betrayal unless victim is known.	Violates societal laws against theft.	No sacred elements directly violated.	Infringes victim's freedom to enjoy property.	Immoral due to harm, unfairness, and oppression.	-1.88571432	test	-2.352236607105592	-2.4249110221862793
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		2.0	0.0	1.0	0.0	0.0	0.0	3.0	Buying cotton candy is a kind, helpful gesture.	No cheating or fairness issues involved.	Spending time with family shows care.	No authority challenged or upheld.	No sanctity or degradation involved.	Act is voluntary, no oppression.	A caring, harmless act promoting joy.	1.59	test	0.7529502687087956	1.3984225988388062
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		-1.0	0.0	-2.0	2.0	0.0	3.0	-1.0	Potential worry if discovered, no direct harm.	No unfair advantage or deception for gain.	Secrecy may undermine trust but prioritizes autonomy.	Reasserting parental authority by bypassing son’s role.	No violation of purity or sanctity norms.	Prioritizing personal freedom over perceived control.	Mild dishonesty balanced by reasonable autonomy.	-1.25	test	-0.028176865060510814	0.6551268100738525
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		4.0	0.0	2.0	0.0	0.0	0.0	3.0	Helping a neighbor is a clear act of kindness.	No cheating or fairness issues involved.	Strengthens community loyalty through assistance.	No authority dynamics are relevant here.	No sanctity-related concerns apply.	Voluntary act, no oppression involved.	Altruistic act enhances moral acceptability.	2.78	test	1.5959924043061786	2.326136589050293
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		-3.0	0.0	0.0	-1.0	0.0	-2.0	-2.0	Loud noise disrupts neighbors' peace, causing harm.	No dishonesty or unfairness involved.	No betrayal of trust or loyalty.	Potentially violates noise regulations or community rules.	No direct degradation or purity violation.	Infringes on others' right to quiet.	Inconsiderate noise disturbance, moderately immoral.	-1.05	test	-1.618024786795291	-1.0160599946975708
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		-4.0	-3.0	0.0	0.0	-4.0	-3.0	-4.0	Promotes stigma, harming dignity of disabled individuals.	Unfairly labels disabled people as societal burdens.	Irrelevant to group loyalty dynamics.	No direct challenge to authority structures.	Devalues human dignity and inherent worth.	Supports exclusionary views, limiting equity.	Dehumanizes disabled people, perpetuating harmful stereotypes.	-2.61	test	-2.6099304871284	-2.666985511779785
